DEPARTAMENTO,codigo_municipio,municipio,mes,grupo,variable,menores a 1 año,de 1 a 4 años,de 5 a 14 años,de 15 a 59 años,de 60 y más años,total
CHUQUISACA,10201,AZURDUY,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10201,AZURDUY,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10202,TARVITA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10301,ZUDAÑEZ,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10302,PRESTO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10303,MOJOCOYA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10304,ICLA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10401,PADILLA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10402,TOMINA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10403,SOPACHUY,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10404,ALCALA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10405,EL VILLAR,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10501,MONTEAGUDO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10502,HUACARETA,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10601,TARABUCO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10602,YAMPARAEZ,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10701,CAMARGO,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10702,SAN LUCAS,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10703,INCAHUASI,2005-12-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-01-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-02-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-03-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-04-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-05-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-06-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-07-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-08-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-09-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-10-01,sospecha diagnostica,difteria,0,0,0,0,0,0
CHUQUISACA,10704,VILLA CHARCAS,2005-11-01,sospecha diagnostica,difteria,0,0,0,0,0,0
